-1,176,-1,104,105,105,105,105,105,105,105,105,105,106,-1,-1,-1,51,-1,886,887,941,837,838,838,839,941,51,576,576,576,576,576,176,-1
-1,176,178,184,184,184,184,184,179,5,-1,45,-1,-1,-1,-1,-1,-1,49,894,895,949,845,846,846,847,949,-1,576,576,576,576,576,176,-1
-1,176,176,880,881,-1,880,881,186,566,566,566,566,51,52,-1,-1,-1,-1,902,903,-1,853,854,854,855,-1,-1,576,576,576,576,576,176,-1
-1,176,176,888,889,-1,888,889,-1,574,574,574,574,48,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,584,584,584,584,584,176,-1
-1,176,176,896,897,-1,896,897,-1,590,590,590,590,48,49,-1,-1,-1,-1,-1,-1,-1,-1,52,49,-1,-1,-1,368,375,369,369,370,176,-1
-1,176,176,-1,-1,-1,-1,-1,-1,352,353,359,354,-1,52,-1,-1,-1,-1,-1,-1,-1,-1,52,49,-1,-1,-1,376,383,377,377,378,176,-1
-1,176,176,-1,-1,-1,-1,-1,-1,360,361,367,353,-1,48,52,-1,-1,49,-1,225,225,225,-1,52,48,-1,-1,-1,-1,-1,-1,-1,176,-1
-1,176,186,184,184,184,184,184,184,187,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,225,225,225,-1,-1,51,-1,-1,-1,-1,-1,49,45,176,-1
-1,186,184,184,184,184,184,184,184,184,184,184,184,184,180,-1,-1,-1,-1,-1,233,233,233,184,184,184,184,184,184,184,184,184,184,187,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
